ticker,entry_date,entry_price,exit_date,exit_price,shares,stop_loss,atr_at_entry,R,gross_pnl,net_pnl,pnl_r_multiple,exit_reason,holding_days,gap_adjusted_loss_multiple,entry_commission,exit_commission
FDX,2002-01-07,27.8819283888989,2002-01-14,26.274842307801123,21045,26.41761873302062,0.7321548279391391,1.464309655878278,-33821.1265767027,-34163.045348496315,-1.0975042571401077,stop_loss,7,-1.0975042571401077,176.03255488331317,165.88621691030238
INTC,2002-01-04,20.66105023256261,2002-01-17,19.39511459974602,28418,19.221983457707797,0.7195333874274062,1.4390667748548118,-35975.358813381834,-36316.8536410432,-0.8796920719292612,stop_loss,13,-0.8796920719292612,176.14371765268925,165.3511100086747
IP,2002-03-05,17.937511139938625,2002-03-14,17.235016162886982,32601,17.0687141023088,0.43439851881491265,0.8687970376298253,-22902.03874686061,-23246.036615640434,-0.808583531739619,stop_loss,9,-0.808583531739619,175.43424020194175,168.56362857788355
LEN,2002-03-05,19.71809869111614,2002-03-18,18.477336598837038,29657,18.44412540329223,0.6369866439119557,1.2739732878239103,-36797.28137072132,-37137.10997803956,-0.9739310110641826,stop_loss,13,-0.9739310110641826,175.4338958647294,164.394711453513
WFC-WS,2002-03-18,50.800749999999994,2002-03-22,49.150800999,5751,49.1101673784741,0.8452913107629468,1.6905826215258912,-9488.856704750977,-9661.30311568955,-0.9759647236352045,stop_loss,4,-0.9759647236352045,87.64653397499998,84.79987696357469
WFC,2002-03-18,12.983232952284968,2002-03-22,12.561552461197484,22503,12.551671109288828,0.21578092149807065,0.43156184299614075,-9489.07609094165,-9661.526382789529,-0.9771032771570927,stop_loss,4,-0.9771032771570927,87.6485073375806,84.80178451029809
TT,2002-03-05,14.196971817129263,2002-03-25,13.490064093114032,41190,13.475551528972861,0.3607101440782006,0.721420288156402,-29117.529152187366,-29459.657854930243,-0.9798833434830923,stop_loss,20,-0.9798833434830923,175.43198074426633,166.69672199861012
NKE,2002-03-15,5.656360844124173,2002-03-25,5.351832946423287,102483,5.40819410447119,0.1240833698264913,0.24816673965298275,-31208.932540079837,-31547.378357350837,-1.2271100395109906,stop_loss,10,-1.2271100395109906,173.90424851651326,164.54156875448933
WMT,2002-03-18,13.696633220974086,2002-03-25,13.242299710210375,42662,13.20725400021303,0.24468961038052753,0.4893792207610552,-19382.77623620142,-19727.556863214475,-0.9283874171387099,stop_loss,7,-0.9283874171387099,175.29772994195892,169.4828970710985
WY,2002-03-18,10.955826265766506,2002-03-25,10.282410874897218,53335,10.386998151981494,0.28441405689250565,0.5688281137850115,-35916.60987201345,-36256.43228538264,-1.1838644654680424,stop_loss,7,-1.1838644654680424,175.29869816539698,164.52371520379293
CAT,2002-03-05,16.33861543994386,2002-03-26,15.448489774041477,35791,15.489276069748511,0.4246696850976749,0.8493393701953504,-31858.487708312263,-32199.795393126387,-1.0480211999329003,stop_loss,21,-1.0480211999329003,175.4326155633092,165.87506925081556
RTN,2002-03-18,25.84565752242395,2002-03-26,24.420408703866077,22608,24.424117805875547,0.7107698582742017,1.421539716548402,-32222.02528995637,-32562.94985752956,-1.0026092144779999,stop_loss,8,-1.0026092144779999,175.29558758008818,165.62897999310127
NUE,2002-03-28,8.608214515097973,2002-04-02,7.8289616171212995,66598,8.130862363979658,0.23867607555915807,0.47735215111831586,-51896.68449945053,-52225.08941626659,-1.6324486988297437,stop_loss,5,-1.6324486988297437,171.98696108294845,156.41795573311327
KSS,2002-03-28,36.531855050573235,2002-04-04,34.304661644944986,15693,34.7563894599044,0.8877327953344191,1.775465590668837,-34951.34611452411,-35284.83735147494,-1.2544278060546592,stop_loss,7,-1.2544278060546592,171.98832039259372,161.50291655823648
GEN,2002-03-05,3.699741196781532,2002-04-05,3.3555286387580696,158058,3.3152112658950608,0.19226496544323554,0.38452993088647114,-54405.548496072406,-54740.09104797212,-0.8951515353562629,stop_loss,31,-0.8951515353562629,175.43210822426863,159.11044367544687
